apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,scout.CA,scout.DS,scout.FC,scout.FF,scout.FD,scout.FS,scout.I,scout.SG,scout.A,scout.G,scout.DE,scout.GS,scout.V,scout.PS,scout.FT,scout.PP,scout.DP,scout.CV,scout.PC,scout.GC
Carballo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png"">link</a>",0.0,4,284,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Perri,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png"">link</a>",8.0,1,263,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Pulgar,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png"">link</a>",4.0,4,262,True,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arboleda,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png"">link</a>",6.2,3,276,True,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rony,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png"">link</a>",0.8,5,275,True,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adryelson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png"">link</a>",7.1,3,263,True,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png"">link</a>",6.6,2,283,True,0.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nino,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png"">link</a>",1.4,3,266,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Duarte,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png"">link</a>",1.7,3,265,True,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zé Ivaldo,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png"">link</a>",2.3,3,293,True,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pavón,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png"">link</a>",2.8,5,282,True,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odair Hellmann,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png"">link</a>",5.22,6,277,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deyverson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png"">link</a>",8.7,5,1371,True,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Rodrigues,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png"">link</a>",13.2,5,283,True,0.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateus Vital,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png"">link</a>",1.7,4,283,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wanderson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png"">link</a>",8.5,5,285,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Inocêncio,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png"">link</a>",5.7,2,277,True,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrey,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png"">link</a>",2.9,4,294,True,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Freitas,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png"">link</a>",0.5,4,263,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png"">link</a>",0.5,4,265,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png"">link</a>",0.8,2,327,True,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleiton,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png"">link</a>",3.0,1,280,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breno Lopes,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png"">link</a>",5.5,5,275,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Victor,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png"">link</a>",2.0,1,285,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maycon,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png"">link</a>",0.4,4,264,True,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphael Veiga,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png"">link</a>",1.4,4,275,True,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliveira,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png"">link</a>",1.2,3,283,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png"">link</a>",8.7,5,262,True,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battaglia,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png"">link</a>",0.6,4,282,True,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Coudet,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_K9oIOl5.png"">link</a>",4.33,6,282,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Fernandes,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png"">link</a>",1.2,4,263,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juninho Capixaba,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png"">link</a>",2.4,2,280,True,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Kal,"<a href=""https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png"">link</a>",-0.6,4,327,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png"">link</a>",2.0,5,275,True,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Machado,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png"">link</a>",1.8,4,283,True,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lima,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png"">link</a>",7.9,4,266,True,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bustos,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png"">link</a>",1.0,2,285,True,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Villasanti,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png"">link</a>",10.8,4,284,True,0.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alesson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png"">link</a>",9.3,5,290,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitão,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png"">link</a>",-0.3,3,285,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png"">link</a>",2.6,4,293,True,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Raul,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png"">link</a>",-0.1,5,267,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kanu,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png"">link</a>",1.1,3,265,True,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Di Placido,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png"">link</a>",9.8,2,263,True,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuello,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png"">link</a>",0.0,5,293,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png"">link</a>",2.1,4,276,True,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puma Rodríguez,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png"">link</a>",2.5,2,267,True,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Fernández,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png"">link</a>",0.0,4,277,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pochettino,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png"">link</a>",3.4,4,356,True,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morelli,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png"">link</a>",3.9,4,290,True,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arias,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png"">link</a>",7.1,4,266,True,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png"">link</a>",12.8,5,282,True,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaracho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png"">link</a>",7.3,4,282,True,0.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Gomes,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png"">link</a>",1.8,4,282,True,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuri Alberto,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png"">link</a>",12.6,5,264,True,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brenno,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png"">link</a>",0.0,1,284,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Lopes,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png"">link</a>",2.4,4,1371,True,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Júnior Santos,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png"">link</a>",-0.3,5,263,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alef Manga,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png"">link</a>",3.8,5,294,True,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ademir,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png"">link</a>",-1.0,5,265,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guga,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png"">link</a>",-1.1,2,266,True,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wallisson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png"">link</a>",1.1,4,283,True,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Moura,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png"">link</a>",3.9,4,293,True,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alerrandro,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png"">link</a>",11.5,5,280,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Miranda,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png"">link</a>",1.4,3,267,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheusinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png"">link</a>",0.0,4,290,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Costa,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png"">link</a>",0.9,3,276,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png"">link</a>",3.5,5,280,True,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brítez,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png"">link</a>",6.1,3,356,True,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Halter,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png"">link</a>",8.5,3,290,True,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Paulista,"<a href=""https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png"">link</a>",0.1,2,276,True,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terans,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png"">link</a>",1.5,4,293,True,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png"">link</a>",-0.3,4,276,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zé Ricardo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png"">link</a>",2.7,4,290,True,0.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Ramires,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png"">link</a>",2.5,4,280,True,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Alexandre,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png"">link</a>",3.1,2,1371,True,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Martínez,"<a href=""https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png"">link</a>",5.2,4,327,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caetano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png"">link</a>",7.7,3,264,True,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Paulo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png"">link</a>",0.0,5,276,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadsom Silva,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png"">link</a>",2.1,4,280,True,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Menino,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png"">link</a>",-0.7,4,275,True,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Fuchs,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png"">link</a>",0.7,3,282,True,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruan,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png"">link</a>",14.3,4,264,True,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Lucas,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png"">link</a>",0.9,2,277,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png"">link</a>",6.0,4,293,True,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandry,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png"">link</a>",0.0,4,277,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Bianqui,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png"">link</a>",0.1,4,294,True,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Vojvoda,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png"">link</a>",7.07,6,356,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acevedo,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png"">link</a>",10.8,4,265,True,0.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
